Taxon_Lineage_with_Names	Taxon_Lineage_with_IDs	121818-SC-Day1	121818-SC-Day2	121818-SC-Day3	SCV2-Week1-Mouse10	SCV2-Week1-Mouse11	SCV2-Week1-Mouse12	SCV2-Week1-Mouse13	SCV2-Week1-Mouse14	SCV2-Week1-Mouse16	SCV2-Week1-Mouse17	SCV2-Week1-Mouse18	SCV2-Week1-Mouse19	SCV2-Week1-Mouse1	SCV2-Week1-Mouse20	SCV2-Week1-Mouse2	SCV2-Week1-Mouse3	SCV2-Week1-Mouse4	SCV2-Week1-Mouse5	SCV2-Week1-Mouse6	SCV2-Week1-Mouse7	SCV2-Week1-Mouse8	SCV2-Week1-Mouse9	SCV2-Week3-Mouse10	SCV2-Week3-Mouse11	SCV2-Week3-Mouse12	SCV2-Week3-Mouse13	SCV2-Week3-Mouse14	SCV2-Week3-Mouse15	SCV2-Week3-Mouse16	SCV2-Week3-Mouse17	SCV2-Week3-Mouse18	SCV2-Week3-Mouse19	SCV2-Week3-Mouse1	SCV2-Week3-Mouse20	SCV2-Week3-Mouse2	SCV2-Week3-Mouse3	SCV2-Week3-Mouse4	SCV2-Week3-Mouse5	SCV2-Week3-Mouse6	SCV2-Week3-Mouse7	SCV2-Week3-Mouse8	SCV2-Week3-Mouse9	SCV2-Week4-Mouse10	SCV2-Week4-Mouse11	SCV2-Week4-Mouse12	SCV2-Week4-Mouse14	SCV2-Week4-Mouse15	SCV2-Week4-Mouse16	SCV2-Week4-Mouse17	SCV2-Week4-Mouse18	SCV2-Week4-Mouse19	SCV2-Week4-Mouse1	SCV2-Week4-Mouse20	SCV2-Week4-Mouse2	SCV2-Week4-Mouse3	SCV2-Week4-Mouse4	SCV2-Week4-Mouse5	SCV2-Week4-Mouse6	SCV2-Week4-Mouse7	SCV2-Week4-Mouse8	SCV2-Week4-Mouse9	SCV2-Week5-Mouse10	SCV2-Week5-Mouse11	SCV2-Week5-Mouse12	SCV2-Week5-Mouse13	SCV2-Week5-Mouse14	SCV2-Week5-Mouse15	SCV2-Week5-Mouse16	SCV2-Week5-Mouse17	SCV2-Week5-Mouse18	SCV2-Week5-Mouse19	SCV2-Week5-Mouse1	SCV2-Week5-Mouse20	SCV2-Week5-Mouse2	SCV2-Week5-Mouse3	SCV2-Week5-Mouse4	SCV2-Week5-Mouse5	SCV2-Week5-Mouse6	SCV2-Week5-Mouse7	SCV2-Week5-Mouse8	SCV2-Week5-Mouse9	SCV2-Week6-Mouse10	SCV2-Week6-Mouse11	SCV2-Week6-Mouse12	SCV2-Week6-Mouse14	SCV2-Week6-Mouse15	SCV2-Week6-Mouse16	SCV2-Week6-Mouse17	SCV2-Week6-Mouse18	SCV2-Week6-Mouse19	SCV2-Week6-Mouse1	SCV2-Week6-Mouse20	SCV2-Week6-Mouse2	SCV2-Week6-Mouse3	SCV2-Week6-Mouse4	SCV2-Week6-Mouse5	SCV2-Week6-Mouse6	SCV2-Week6-Mouse7	SCV2-Week6-Mouse8	SCV2-Week6-Mouse9	SCV2-Week7-Mouse10	SCV2-Week7-Mouse11	SCV2-Week7-Mouse12	SCV2-Week7-Mouse13	SCV2-Week7-Mouse14	SCV2-Week7-Mouse15	SCV2-Week7-Mouse16	SCV2-Week7-Mouse17	SCV2-Week7-Mouse18	SCV2-Week7-Mouse19	SCV2-Week7-Mouse1	SCV2-Week7-Mouse20	SCV2-Week7-Mouse2	SCV2-Week7-Mouse3	SCV2-Week7-Mouse4	SCV2-Week7-Mouse5	SCV2-Week7-Mouse6	SCV2-Week7-Mouse7	SCV2-Week7-Mouse8	SCV2-Week7-Mouse9	SCV2-Week8-Mouse10-Cecum	SCV2-Week8-Mouse10	SCV2-Week8-Mouse10-Small-Intestine	SCV2-Week8-Mouse11-Cecum	SCV2-Week8-Mouse11	SCV2-Week8-Mouse11-Small-Intestine	SCV2-Week8-Mouse12-Cecum	SCV2-Week8-Mouse12	SCV2-Week8-Mouse12-Small-Intestine	SCV2-Week8-Mouse13-Cecum	SCV2-Week8-Mouse13	SCV2-Week8-Mouse13-Small-Intestine	SCV2-Week8-Mouse14-Cecum	SCV2-Week8-Mouse14	SCV2-Week8-Mouse14-Small-Intestine	SCV2-Week8-Mouse15-Cecum	SCV2-Week8-Mouse15	SCV2-Week8-Mouse15-Small-Intestine	SCV2-Week8-Mouse16-Cecum	SCV2-Week8-Mouse16	SCV2-Week8-Mouse16-Small-Intestine	SCV2-Week8-Mouse17-Cecum	SCV2-Week8-Mouse17	SCV2-Week8-Mouse17-Small-Intestine	SCV2-Week8-Mouse18-Cecum	SCV2-Week8-Mouse18	SCV2-Week8-Mouse18-Small-Intestine	SCV2-Week8-Mouse19-Cecum	SCV2-Week8-Mouse19	SCV2-Week8-Mouse1-Cecum	SCV2-Week8-Mouse1	SCV2-Week8-Mouse1-Small-Intestine	SCV2-Week8-Mouse20-Cecum	SCV2-Week8-Mouse20	SCV2-Week8-Mouse2-Cecum	SCV2-Week8-Mouse2	SCV2-Week8-Mouse2-Small-Intestine	SCV2-Week8-Mouse3-Cecum	SCV2-Week8-Mouse3	SCV2-Week8-Mouse3-Small-Intestine	SCV2-Week8-Mouse4-Cecum	SCV2-Week8-Mouse4	SCV2-Week8-Mouse4-Small-Intestine	SCV2-Week8-Mouse5-Cecum	SCV2-Week8-Mouse5	SCV2-Week8-Mouse5-Small-Intestine	SCV2-Week8-Mouse6-Cecum	SCV2-Week8-Mouse6	SCV2-Week8-Mouse6-Small-Intestine	SCV2-Week8-Mouse7-Cecum	SCV2-Week8-Mouse7	SCV2-Week8-Mouse7-Small-Intestine	SCV2-Week8-Mouse8-Cecum	SCV2-Week8-Mouse8	SCV2-Week8-Mouse8-Small-Intestine	SCV2-Week8-Mouse9-Cecum	SCV2-Week8-Mouse9-Small-Intestine	SCV2-Week8-MouseSI19	SCV2-Week8-MouseSI20	SCV2-Week8-Mouse9
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00009|genus_vGENUS-00646|species_vOTU-042018	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000181|genus_4008483|species_4077329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00048104458645403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000533326521632901	0.000530305136080519	0.000410977741805914	0.000370329139085399	0	0.000427450718443219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000736847578826579	0	0	0.000590225929393331	0.000505804666615803	0	0	0	0	0	0.000439686278259959	0	0	0	0.000653781145071827	0.000628365897636551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00066|genus_vGENUS-05569|species_vOTU-046811	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000179|genus_4038350|species_4077433	0.00970461356324252	0.0167031790420389	0.0105318057277597	0.00787272372936203	0.0121535328431568	0.0104751056076317	0.00921479083260837	0.0144136231154901	0.00619517019588508	0.00610649497906458	0.0066756273992433	0.01111243116067	0.00621722405345568	0.00600129976285748	0.0111982071448728	0.0150285305729965	0.00974662686571922	0.0125438247559268	0.00856315740225759	0.00560883488404159	0.00757065658924233	0.00952203199315651	0.0103872438066148	0.018260937110837	0.0102556120715807	0.010244081987047	0.0105523566107617	0.0101845582822773	0.0156869509979522	0.0120399137697249	0.00940527759947888	0.00937584805604807	0.0106531913665045	0.0136745297236983	0.0107405117660822	0.0140957341536201	0.0100349967921733	0.011543727618586	0.0124780016045313	0.0130385260968579	0.0132014667775584	0.00945068501711295	0.0131244281864354	0.0190960988906784	0.0101656943393063	0.0116383670255766	0.0115051981560335	0.0109141805638022	0.00990516324054552	0.00988402568960869	0.0120612313649125	0.0129873863522827	0.00892358451714312	0.0159688238218372	0.0151007190788702	0.00937437660993473	0.0108861028588807	0.0105240555466931	0.00915456916079518	0.0114711111304778	0.0126514634784776	0.0157738409062346	0.00911368973400965	0.011233562037186	0.0131829099501864	0.0117320031635907	0.00946259664340356	0.00526304830952561	0.00325488190273904	0.00419988387083928	0.00398712648181785	0.0173747487719096	0.00916817079525404	0.0148728220754827	0.0189832804773697	0.0160326488788979	0.0107443066542179	0.0142181637187398	0.0126686420885001	0.0133541833380362	0.0122619135691235	0.0189533367873259	0	0.00420808594250782	0.00256461806754543	0	0.0112764944300496	0.0143209636527742	0.0117813935816243	0.0115538552327252	0.0174011592895046	0.0110144467890667	0.00570624936808158	0.0194707216025623	0.0111975163038189	0.00450110600707796	0.0121421215504248	0.0137520972903241	0.0138385165621932	0.00714391617515506	0.0134619060021633	0	0.00667092282210164	0.00367237172224818	0.00304772917822409	0.00450900928461058	0.00746241023445336	0.0124834602948923	0.010341280463457	0.00966477240628164	0.00528438152816705	0.0122903567895788	0.00447322593559325	0.0122188495619237	0.0113776370701156	0	0.0118003116266805	0.0142864771508475	0.0115759207284766	0.00929687516015231	0.0131286569281251	0.0102556264896896	0	0.00385877637863303	0.00680991546678802	0	0.00419693254121633	0.00329463400007992	0	0	0	0	0	0.0035741241982135	0	0	0.00249148371298211	0.0113463617548674	0.00839542567146958	0.00907614521325221	0.00282599641938977	0.0200252799609265	0.0168075751009712	0	0.0102667058209531	0.0160523806539743	0	0.0134090166364204	0.017802363433985	0.00525249177882289	0.00548826107966129	0.00709427233681952	0.0180085937027359	0.0104123856998463	0.00393904296960537	0.00455155232442811	0	0.0101134046727066	0.00803855304706395	0	0.0136135652667152	0.0148347929487181	0	0	0.00232282125611819	0	0.0144892989393675	0.0102229115253871	0	0.0146551058609405	0.0157334437268228	0.000974801530857824	0.0131906067332538	0.0104941628680155	0	0.00674871721226972	0	0	0.00923294498851938	NA
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00016|species_vOTU-019936	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000216|species_4077872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000166511543487862	0	0	0	0	0	0	0	0	0.000235425277314648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00023|genus_vGENUS-11060|species_vOTU-052940	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000621|genus_4005211|species_4077924	0.01869735813475	0.0120869903769878	0.0129586541398061	0.00314295554346903	0.00305386994918449	0.00326486623906914	0.00265783987160537	0.00373187456395488	0.00288760397670079	0.00307333955971871	0.00462326454981473	0.00180669259804045	0.0021299470654585	0.00268512510549827	0.00299058705152058	0.0046032275760109	0.00115050761129563	0.00180341289683342	0.00350701718794554	0.00392766542289253	0.00270992427398799	0.00176102893008948	0.00141131945061325	0.00413695362737325	0.00181580625663564	0.00364659520412648	0.00350906437678149	0	0.00264598645451118	0.00199625675642726	0.00199518653337766	0.002167572625339	0.00150593665002603	0.00297506320857142	0.00146390278105897	0.00287217351619216	0.00200676825712101	0.00255591148066056	0.00089687854297825	0.0047908253515797	0.00384669925251346	0.00150738112109658	0.00115771872792341	0.00112726616681374	0.000890401577560826	0.000541953233906939	0.00170520270551653	0.00153502825740833	0.000975082511847717	0.000665429794339507	0.00114126270601105	0.00143424859964912	0.00135146139605494	0.00059057498784878	0.000789938602064435	0.00196280759162077	0.00237756241781949	0.00132982198032969	0.00198348459458004	0.00224651508031107	0.00138450259160426	0.00106942852813258	0.0020650978424414	0.00317265969539925	0.00268218692095079	0.00463620321545023	0.00387074922049865	0.00467174563220471	0.00386093756969957	0.00260095285148123	0.00288031386533652	0.00160970120303803	0	0.000716493504045348	0.00163044948094685	0.00178473427986096	0.00206335102925947	0.0013753825810112	0.0012951690748939	0.00280596732181129	0.00209819750905812	0	0	0	0	0	0.00389975181721535	0.00208305940533913	0.00478003430647194	0.00264743869728984	0.00284916547115547	0.00358815734466539	0.00223555062707982	0.00295959199626198	0.00223017068859039	0.0033366959742278	0.00457465424118301	0.00171959481941187	0.00259503799213188	0.00359733317739259	0.00293929232424865	0	0.000658831877692329	0.000548025102138917	0	0	0.00272081898153192	0.00175878675723737	0.0022658465409421	0.00121655058085926	0.0025058965162611	0.00261198148834766	0.00150987786536598	0.00201176668750153	0.00111238593149246	0	0.00244976493686743	0.00466550835980192	0.00351629801667431	0.00205699717545574	0.00216234836722208	0.00181552411670481	0	0.000927859725947009	0.000568915584711101	0	0.000952687213002097	0.00125309370064511	0	0	0	0	0.000355265286983903	0.00123872818018979	0	0.000703895587471535	0.000702904784606439	0	0.00331817773822942	0.00467267956468706	0	0.00149442105139554	0.00130232329947598	0	0.00221093931834121	0.00458415414200527	0	0.0016675965148822	0.00113587709154825	0.00118363767008565	0.00119380682941008	0	0.00209682847416524	0.0028965289629375	0.0029501454046052	0.00304070796576647	0	0.0028943142312166	0.00464489423007289	0.0161703925401168	0.00526886376395587	0.00242256776974184	0	0	0.00173094747417485	0	0.0043640096822714	0.00100286223283708	0	0.00340641033072569	0.00271010699646414	0.0384425940909914	0	0.00225301455132544	0	0.00243110045166685	0	0	0	NA
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00049|genus_vGENUS-01749|species_vOTU-011582	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000701|genus_4014998|species_4078170	0	0.00121255960609735	0	0	0.003579852208301	0.00165083847772372	0	0	0	0	0	0	0	0	0	0	0	0.00396734398765204	0	0	0	0.0025974664824103	0	0	0	0	0	0	0	0	0	0	0	0	0.00118021570794865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00212513966997364	0	0	0	0	0	0	0	0	0	0	0	0	0.01259612736727	0.0059319826474764	0.00576191316806066	0.00498284850030407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00327364634461949	0.00202381127932916	0.00190764628852294	0.00559375998018713	0.00675396881777089	0	0	0	0	0	0	0.000831327188303189	0	0	0	0	0	0	0	0	0	0	0.00349071761422494	0.00483053405160266	0	0.00594614879160372	0.00764193610965038	0	0.00275405032393761	0.00246422943777464	0	0.000926628950641242	0.0012105020782748	0	0.000948927473318689	0.00256685059465993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000624315819142448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00060|genus_vGENUS-11095|species_vOTU-065077	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000358|genus_4006216|species_4078217	0.00363879078188289	0.0108606647877524	0.0065900707929977	0.00149668208940671	0.000618392328463837	0.00358492263389217	0.00175205775235712	0.00124845219924042	0.00220168119600454	0	0.0020694645406916	0.000468402823893307	0.00326007333103886	0.000792816281054465	0.00102406095016601	0.0035427574427768	0.00138247866827713	0.00158617859321086	0.000433837971394434	0.00141367221401166	0.000906963438391007	0.00208828536022964	0.0175256217413283	0.0267205021141159	0.027962784302175	0.0328716531884239	0.0183808509692173	0.00521531060955261	0.0244125810752999	0.0196300695379569	0.0289894020322242	0.0228275325565775	0.00549503258237024	0.0285043468835948	0.0224224229534082	0.00383088452511815	0.00430595864629799	0.00206038912079267	0.0104081595076667	0.0319412788902437	0.0347472870912131	0.00232970750451543	0.0434483877627814	0.032031378403466	0.0298740619669157	0.0316565102265457	0.0209581529182348	0.0165742574995123	0.0127817424626571	0.0166144045443835	0.0180103973732658	0.0092292929574159	0.0177214750765332	0.000650086208141063	0.00960141726624968	0.00296634126720854	0.020272661190433	0.0131906871522284	0.0213931268498001	0.0203473807304177	0.019529917796331	0.0245264355315303	0.0169566332868928	0.0130313280079488	0.0188527419459795	0.0123459765357947	0.0143955928320118	0.0180891567355753	0.0173601913344324	0.014150511613952	0.0178429031496856	0.0101089219097926	0.0380757625426162	0.0107081089050911	0.0222472547370748	0.0212061309339186	0.0214798924352267	0.0128464983324403	0.0231331656685402	0.0186302405743018	0.0106134890410644	0.0102887442762617	0.0298889664319264	0.0182525730466797	0.0276084895184385	0.0336306623676784	0.0312204144654526	0.0227969900974525	0.0252870840465702	0.0308152921168441	0.0276937798854438	0.0309616756105016	0.0221278149588743	0.0351855026790409	0.0196255143430362	0.0277613423665034	0.00907071484103343	0.0221181509875958	0.0200369287018079	0.0258841945022007	0.0362823940273809	0.0153949286788967	0.0104107444925774	0.0101496676942182	0.0115362716165759	0.00301364282365563	0.027994688850462	0.0227758683770318	0.0279221921024469	0.026634527075787	0.0211150354142927	0.0293802183065094	0.0347014108817882	0.0399137464936862	0.0260242410036717	0	0.0236520523731926	0.050413769326248	0.0403688618174838	0.0331204002899692	0.0252747226434654	0.0391195675441584	0.0382902476398959	0.0250664955618823	0.0275059898355018	0.0449153081084615	0.0160424003045966	0.0148291920351956	0	0.00254864214607792	0.00153307229172221	0	0.00920959558654167	0.00757724276151311	0	0.0108343682298817	0.0151641225986499	0.0296928911496082	0.0166865692628589	0.0199779348423891	0.0316021898527427	0.0154938501550899	0.0208722517646787	0	0.0180418725162992	0.0230825824688676	0.0329352247439579	0.0224381257097789	0.018176731322245	0.0266987537531733	0.0223562953600627	0.0105745720845508	0.020879865839419	0.0263210333719522	0.0243865642986248	0.0200685125744312	0	0.030359288610036	0.0312406417757846	0.021684857932849	0.0229933579787549	0.0148559309098504	0.1347421220562	0	0.0231583735045584	0.0889141146352359	0.0283385165856277	0.0187519761110678	0.0227644496666445	0.03165422543426	0.0301763217089961	0.0216675012287725	0.0314589419345678	0.0444144526424212	0.0193294847914798	0.0245845146698755	0.0635273025554988	0.0323746657341298	0.0228172598147651	NA
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00004|genus_vGENUS-11099|species_vOTU-052164	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000192|genus_4024203|species_4078232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000455109373886065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000305467578402801	0	0	0.000453839992284089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00028|genus_vGENUS-02831|species_vOTU-124631	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000200|genus_4007998|species_4078692	0.00860895344778057	0.00459738907983888	0.00847703567641909	0.000568704979107932	0	0.000225293730977924	0.000501668666469904	0	0	0.000839550447483087	0	0.000568837814423594	0.000464009543237387	0	0.000292721817673789	0	0	0.000276567100553756	0.000425765874752832	0.000539118315551054	0.000377119544374531	0	0	0.000501833681761221	0	0.000674414621365984	0	0	0	0.000454892367688121	0.000612258109236333	0	0.000860406239405571	0	0.000298765980929185	0.00020005397668092	0.000238587665063848	0.000420307427953407	0	0	0.000348939393057956	0.000305844910003363	0.000178524305467736	0	0	0	0	0	0.000619446163665794	0.000460705223715646	0.000271214497970767	0.000369925074257403	0.000270297599333263	0.000302357124669899	0	0.000206901398845444	0.000315438263411738	0.000288895308689558	0	0.000408014346807327	0	0	0.000419988388317006	0.000449207307056745	0	0.000248423302537362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000388892199787402	0	0	0	0	0	0.000901035671151583	0.0013772907491049	0.00111860500949204	0.000645438312483242	0.000320520385710103	0.000700372716269674	0	0	0	0	0.000421520456516532	0.000486391405765219	0.000475667857383878	0	0	0	0	0	0	0	0.000486592046059008	0.000745768329371705	0.000290615710704068	0.000632295542801593	0	0.000773896470993826	0	0	0.000307418777771587	0	0.00114967931073288	0.000214651388653018	0.00048972444535396	0.000813607761787795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000560554645577299	0	0	0.000228426072346352	0.000609505401895666	0	0.000760763726621312	0	0	0	0.00039653474725346	0.000378192018663653	0.00056251720406501	0	0	0.000577583173051955	0	0	0	0	0.000365823759351024	0	0.000949653884550531	0	0	0	0.000622259522121359	0	0.000590071228610409	0	0	0.000614018371676192	0.000352706257101412	0	0	0.00042505990763094	0	0.000538116317653028	0	0	0	NA
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00001|genus_vGENUS-05600|species_vOTU-013828	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000176|genus_4012426|species_4079302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000276043805661631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00039443413631122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000271603244470505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00041|genus_vGENUS-03011|species_vOTU-000191	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000251|genus_4053533|species_4079556	0.000360019656744114	0.000158442689343615	0.000677171502421933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00048|genus_vGENUS-00626|species_vOTU-010835	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000187|genus_4002174|species_4079578	5.66764888365204e-05	0	3.88551115953713e-05	7.51536962052895e-05	7.72358732506405e-05	0.000192679042343427	6.58949464741952e-05	4.56047164412844e-05	9.74198386803014e-05	4.59762788202529e-05	0.000233342484398874	0.000152844141105891	5.83578709447374e-05	0.000131648322014964	9.47334979615766e-05	0.000168564873609821	0.000120473775870457	0.000143646698696572	0.000102837218284369	0.000121705283868411	8.74862293217976e-05	6.31642266583085e-05	5.42585788872076e-05	0	0.000139620096347104	7.66805905671501e-05	2.94345899277821e-05	6.44273126614524e-05	6.47240377634503e-05	0	0	0	4.12607703254124e-05	4.79161700481362e-05	0.000168128996119042	0	4.58405062195075e-05	9.99407774572127e-05	4.09201448891471e-05	6.72752386156076e-05	6.64312636938713e-05	3.84331146531475e-05	0.000100927391037258	0.000122498851363817	0	0.000111167763948499	5.26050413956403e-05	3.31205519780948e-05	0	0.000102322109505192	3.87498238536532e-05	0	2.87031783525871e-05	0.000186807925044941	6.74899358633284e-05	6.441911733191e-05	0.000136188163744808	2.79563738384687e-05	2.19087105997545e-05	0	5.81188927932651e-05	0.000107476056056113	7.5999811010828e-05	4.63809544916568e-05	0	0.000135775655742944	3.99663862806781e-05	0	0	0	0	0	0	5.96026177919013e-05	0	4.9862062849298e-05	0.00031791740135798	6.47862176202122e-05	4.64859839050377e-05	0	8.8263419190051e-05	0	0	3.92913750311069e-05	6.03925891411804e-05	0	7.90932338609759e-05	7.51716864340073e-05	8.54738878485687e-05	8.90398471349369e-05	0	0	0.000279159845659601	2.59328211301192e-05	4.63384120615164e-05	0.000445128830096962	9.17429640936861e-05	7.48566356273575e-05	0	0.000241662367359391	0.000131062920818091	0	0	4.34411491614843e-05	0.000148765351367603	3.30307132650754e-05	8.39763644189236e-05	0	4.46815473362805e-05	8.22787101107437e-05	0	5.13645111120988e-05	0.00040924106430323	8.24071905288445e-05	0	0	4.9204861995426e-05	4.19200926211851e-05	2.11865699464155e-05	0.000193442613560681	0.000164390335503882	0.000136851304108758	0	0.000280340583974122	0	0	9.16640571932871e-05	7.411664694956e-05	0	0.000285572868634586	0.000195866310654474	0	0.000159973249789921	0.000170646004843783	0	6.54739149810762e-05	0.000147769169272071	0	0.00010492105713771	0	0	0	6.06351201629331e-05	0	0	0	0	0.000250776055160056	8.10773173815508e-05	8.08828807185467e-05	9.83033412357745e-05	0	0.00010490954148409	5.08493140601239e-05	0.000179840447019287	0.000262024258958048	0	0.000148484606394573	0.000171812001749874	0	3.35275941138308e-05	0	0	0	0.000258733420565312	0	7.64829704005513e-05	0	0	0.000112454416521465	7.44289081992893e-05	0	0	0	0	0.000278402499838741	0	0	0	NA
