Taxon_Lineage_with_Names	Taxon_Lineage_with_IDs	121818-SC-Day1	121818-SC-Day2	121818-SC-Day3	SCV2-Week1-Mouse10	SCV2-Week1-Mouse11	SCV2-Week1-Mouse12	SCV2-Week1-Mouse13	SCV2-Week1-Mouse14	SCV2-Week1-Mouse16	SCV2-Week1-Mouse17	SCV2-Week1-Mouse18	SCV2-Week1-Mouse19	SCV2-Week1-Mouse1	SCV2-Week1-Mouse20	SCV2-Week1-Mouse2	SCV2-Week1-Mouse3	SCV2-Week1-Mouse4	SCV2-Week1-Mouse5	SCV2-Week1-Mouse6	SCV2-Week1-Mouse7	SCV2-Week1-Mouse8	SCV2-Week1-Mouse9	SCV2-Week3-Mouse10	SCV2-Week3-Mouse11	SCV2-Week3-Mouse12	SCV2-Week3-Mouse13	SCV2-Week3-Mouse14	SCV2-Week3-Mouse15	SCV2-Week3-Mouse16	SCV2-Week3-Mouse17	SCV2-Week3-Mouse18	SCV2-Week3-Mouse19	SCV2-Week3-Mouse1	SCV2-Week3-Mouse20	SCV2-Week3-Mouse2	SCV2-Week3-Mouse3	SCV2-Week3-Mouse4	SCV2-Week3-Mouse5	SCV2-Week3-Mouse6	SCV2-Week3-Mouse7	SCV2-Week3-Mouse8	SCV2-Week3-Mouse9	SCV2-Week4-Mouse10	SCV2-Week4-Mouse11	SCV2-Week4-Mouse12	SCV2-Week4-Mouse14	SCV2-Week4-Mouse15	SCV2-Week4-Mouse16	SCV2-Week4-Mouse17	SCV2-Week4-Mouse18	SCV2-Week4-Mouse19	SCV2-Week4-Mouse1	SCV2-Week4-Mouse20	SCV2-Week4-Mouse2	SCV2-Week4-Mouse3	SCV2-Week4-Mouse4	SCV2-Week4-Mouse5	SCV2-Week4-Mouse6	SCV2-Week4-Mouse7	SCV2-Week4-Mouse8	SCV2-Week4-Mouse9	SCV2-Week5-Mouse10	SCV2-Week5-Mouse11	SCV2-Week5-Mouse12	SCV2-Week5-Mouse13	SCV2-Week5-Mouse14	SCV2-Week5-Mouse15	SCV2-Week5-Mouse16	SCV2-Week5-Mouse17	SCV2-Week5-Mouse18	SCV2-Week5-Mouse19	SCV2-Week5-Mouse1	SCV2-Week5-Mouse20	SCV2-Week5-Mouse2	SCV2-Week5-Mouse3	SCV2-Week5-Mouse4	SCV2-Week5-Mouse5	SCV2-Week5-Mouse6	SCV2-Week5-Mouse7	SCV2-Week5-Mouse8	SCV2-Week5-Mouse9	SCV2-Week6-Mouse10	SCV2-Week6-Mouse11	SCV2-Week6-Mouse12	SCV2-Week6-Mouse14	SCV2-Week6-Mouse15	SCV2-Week6-Mouse16	SCV2-Week6-Mouse17	SCV2-Week6-Mouse18	SCV2-Week6-Mouse19	SCV2-Week6-Mouse1	SCV2-Week6-Mouse20	SCV2-Week6-Mouse2	SCV2-Week6-Mouse3	SCV2-Week6-Mouse4	SCV2-Week6-Mouse5	SCV2-Week6-Mouse6	SCV2-Week6-Mouse7	SCV2-Week6-Mouse8	SCV2-Week6-Mouse9	SCV2-Week7-Mouse10	SCV2-Week7-Mouse11	SCV2-Week7-Mouse12	SCV2-Week7-Mouse13	SCV2-Week7-Mouse14	SCV2-Week7-Mouse15	SCV2-Week7-Mouse16	SCV2-Week7-Mouse17	SCV2-Week7-Mouse18	SCV2-Week7-Mouse19	SCV2-Week7-Mouse1	SCV2-Week7-Mouse20	SCV2-Week7-Mouse2	SCV2-Week7-Mouse3	SCV2-Week7-Mouse4	SCV2-Week7-Mouse5	SCV2-Week7-Mouse6	SCV2-Week7-Mouse7	SCV2-Week7-Mouse8	SCV2-Week7-Mouse9	SCV2-Week8-Mouse10-Cecum	SCV2-Week8-Mouse10	SCV2-Week8-Mouse10-Small-Intestine	SCV2-Week8-Mouse11-Cecum	SCV2-Week8-Mouse11	SCV2-Week8-Mouse11-Small-Intestine	SCV2-Week8-Mouse12-Cecum	SCV2-Week8-Mouse12	SCV2-Week8-Mouse12-Small-Intestine	SCV2-Week8-Mouse13-Cecum	SCV2-Week8-Mouse13	SCV2-Week8-Mouse13-Small-Intestine	SCV2-Week8-Mouse14-Cecum	SCV2-Week8-Mouse14	SCV2-Week8-Mouse14-Small-Intestine	SCV2-Week8-Mouse15-Cecum	SCV2-Week8-Mouse15	SCV2-Week8-Mouse15-Small-Intestine	SCV2-Week8-Mouse16-Cecum	SCV2-Week8-Mouse16	SCV2-Week8-Mouse16-Small-Intestine	SCV2-Week8-Mouse17-Cecum	SCV2-Week8-Mouse17	SCV2-Week8-Mouse17-Small-Intestine	SCV2-Week8-Mouse18-Cecum	SCV2-Week8-Mouse18	SCV2-Week8-Mouse18-Small-Intestine	SCV2-Week8-Mouse19-Cecum	SCV2-Week8-Mouse19	SCV2-Week8-Mouse1-Cecum	SCV2-Week8-Mouse1	SCV2-Week8-Mouse1-Small-Intestine	SCV2-Week8-Mouse20-Cecum	SCV2-Week8-Mouse20	SCV2-Week8-Mouse2-Cecum	SCV2-Week8-Mouse2	SCV2-Week8-Mouse2-Small-Intestine	SCV2-Week8-Mouse3-Cecum	SCV2-Week8-Mouse3	SCV2-Week8-Mouse3-Small-Intestine	SCV2-Week8-Mouse4-Cecum	SCV2-Week8-Mouse4	SCV2-Week8-Mouse4-Small-Intestine	SCV2-Week8-Mouse5-Cecum	SCV2-Week8-Mouse5	SCV2-Week8-Mouse5-Small-Intestine	SCV2-Week8-Mouse6-Cecum	SCV2-Week8-Mouse6	SCV2-Week8-Mouse6-Small-Intestine	SCV2-Week8-Mouse7-Cecum	SCV2-Week8-Mouse7	SCV2-Week8-Mouse7-Small-Intestine	SCV2-Week8-Mouse8-Cecum	SCV2-Week8-Mouse8	SCV2-Week8-Mouse8-Small-Intestine	SCV2-Week8-Mouse9-Cecum	SCV2-Week8-Mouse9	SCV2-Week8-Mouse9-Small-Intestine	SCV2-Week8-MouseSI19	SCV2-Week8-MouseSI20
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00131|genus_vGENUS-01413|species_vOTU-061237	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4002523|genus_4010500|species_4076290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000553078949781341	0.000851348272435848	0.000765609741852261	0.000607607942362217	0.00111511603849592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000390378689227256	0.000294421621778227	0.000499771945596834	0.000571575516600278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000715715747941223	0.000383463134352856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000216265454437624	0.000338268377450811	0	0	0	0	0	0	0	0	0	0	0.000214098474545616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00028|genus_vGENUS-10917|species_vOTU-078808	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000200|genus_4076618|species_4076619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.22625978009343e-05	4.267812312314e-05	2.80335000573074e-05	3.06555060511492e-05	0	0	0	0	0	0	0	0	0	0	0	0	1.75493208969007e-05	3.30897595212011e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.95239345500171e-05	1.90923741427267e-05	3.11948755668519e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73748074442791e-05	5.09755918104293e-05	0	3.28561262316346e-05	3.04173693532602e-05	0	3.43699180994583e-05	3.04280159855958e-05	0	1.5592603113784e-05	0	0	0	3.24656064867991e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00134|genus_vGENUS-04940|species_vOTU-078805	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000415|genus_4047949|species_4076620	0.00013962538599036	0.000277806628173379	0.000126718856415212	0.000361137773870869	0.000118792508657126	0.000396014542143531	0.000127585251962971	0.000765028918066986	0.000129048351821017	0.000274063320192703	0.000275458751580149	0.000223846709320515	0.00024799335258329	0	0	0.000284368682159809	0.000426853790709063	0.000228934904681659	0.000350287536712884	0.000482394538549404	0.000461891655640138	0.000447373832501862	0.000276094132312233	9.08509922967844e-05	0.000211162995618739	0	0.000584936558388392	0.000360143205373438	0.000334523775618881	8.74291366774671e-05	0.000116148156041775	0	0.000308431620129876	0.000224091335364666	0.000429615951987852	0.000321885382128391	0.000335420741126624	0.000511387763286671	0.000350960223071175	0.000264782386308065	0.000319786105583901	0.000455968551231232	0.000186858441095125	0.000347813152571027	0.000372547381969839	0.00039051870601718	0.000502899564490856	0.000218928765607233	0.000437106902686364	0.000266238770915827	0.000152930531097898	0.000464359508092295	0.00015928267661793	0.000440988201119986	0.000299144158959839	0.000303864379813674	0.000245957319749882	0.000347760225826078	0.000366317783666443	0.000141925312165528	0.000489484071632881	0.000371060440497141	0.000445127530936514	0.000509233022282241	0.000507198306171942	0.000312832597127896	0.00039771185502878	0	0.000145248958165171	0.00015064429584482	0.000234621482987477	0.000477572368051975	0	0.000779954053842302	8.24846877804763e-05	0.000419132080242768	0	0.000131935749354567	0.000304883251830319	0.00021631959771335	0.000430872179074696	0.000581867638877902	0	0.000202482333761331	0	0	0.000153954494594086	0	0	0	0.000466113365974507	0	0.000379262083653625	0.000563904752622762	0.000303752953223678	0.000321414765147749	0.000149992350785407	0.000354045104412481	0.000332481861535227	0.000265265871545939	0.00039000876916735	0	0	0.000165063721251856	0.000165961626381973	0.000148656475605468	0	0	0	0	0.000300427704768188	2.56233052428011e-05	0.000350878786520935	0.000365201270780732	0.000417930155426823	0	0.000237303020783053	0.000367684942917724	0.000356844222881759	0.000479863453228428	0.000272514367898306	0.000176189023588105	0	9.40747510586016e-05	0	0	9.87090788692433e-05	0.00014577853967579	0	0	0	0	0	6.81168059970845e-05	0	0	0.000120046851018025	0	0	0	0	0	0	0	3.92764145678508e-05	0	0	0	0	0.000115588781705777	0.00024741304764201	0	0	0	8.39725979182433e-05	0.000100955623837375	0	0.000142325771858053	0.000405031704584333	0	3.91763117442172e-05	0	0	0	7.56516784856175e-05	0	0.000205640223559663	0	0	0.000177664777425079	0.000233474907378086	0	0	0.000158804307953021	0	0.000318702347565448	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00016|genus_vGENUS-10982|species_vOTU-079202	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000216|genus_4008431|species_4077138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000231564979204425	0	0	0	0.000215480259507075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00001|genus_vGENUS-10986|species_vOTU-008103	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000176|genus_4072865|species_4077162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.9151844194536e-05	0	0	0.000269379978584059	0	0	0	0	0	0	0	0	0	0	0	0	0.000189208001450743	0.000355973157041696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.4971236603885e-05	0.000384846747441535	0.00023273023294649	0.000275689181978235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000434865053719559	0.000408269336709388	0	0.000331795893769951	0.0002662140665282	0	0.00024629653633355	0.000169466242692091	0	0.000106310604620436	0.000110680354121383	0	0.000473862491911614	0.000382469546312256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00111|genus_vGENUS-11008|species_vOTU-007444	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000555|genus_4008240|species_4077325	0.0181755236536323	0.0179320261058723	0.0119560150028018	0.0207680714902377	0.0225007285123524	0.0303137913291333	0.0136884991015243	0.0303156615168451	0.0261129369614769	0.0189193064199803	0.039402519659075	0.0280811560725137	0.0187255513446243	0.033387878966714	0.017078696956516	0.0312927570037577	0.0255019179279243	0.030488123951727	0.0395275344152639	0.0302556731405394	0.0267101276666778	0.0285024867305197	0.0249094533963335	0.025671885751756	0.0292478248176771	0.0321067399665386	0.0336865840428047	0.0403912815781898	0.0336657453649027	0.0210132329546368	0.0265405136459106	0.0215484489085002	0.0251630729315895	0.030060492621569	0.0365231004877742	0.0166984702335956	0.0270922789003348	0.0289686463921234	0.0314958144801855	0.0204886500758234	0.0308668233032315	0.0236535288867456	0.0438999741885365	0.0326546428705305	0.0232504561047493	0.042059553394169	0.0164131048883677	0.0259404772191428	0.0282155700610318	0.0384103312212304	0.0445281244766699	0.0161814991742574	0.0283301488585385	0.0449048642969866	0.027623846947664	0.0273706546520002	0.0330160830587316	0.0164208290320738	0.0271987274489451	0.0212168019889685	0.0389834607882024	0.052518493801024	0.0398611282700104	0.0241207224157339	0.0536713632100225	0.0592158121973027	0.0351019738475355	0.0410773056753688	0.0318841654560313	0.0287502597216895	0.0381839689582932	0.0437783033498865	0.0419273113598976	0.0448808236839472	0.0645801501916862	0.0374171496743391	0.084735668315904	0.0386702842122675	0.0422063970207124	0.0268051129475039	0.0241186407714528	0.0640211760111067	0.0704508680349479	0.025644260605352	0.0410288009136051	0.0393455473411498	0.0441764074723447	0.0571687817393986	0.0457818261779888	0.0532522672734563	0.034026453900838	0.0518580904238213	0.0892564881844907	0.0466139024966713	0.0477248118696868	0.0928831737473151	0.0403421054069449	0.0435642835154443	0.022841254404327	0.0567640815531811	0.0562268992302779	0.0844712315361471	0.0217605002854339	0.0285158738233845	0.055592337274249	0.0389539846120199	0.0533412372281736	0.0712797102543613	0.0593364078385684	0.0644976812564896	0.0542256771518453	0.0563155884877626	0.0745069183210373	0.0624328029485909	0.0544586154555529	0.078876257677483	0.0379651817244955	0.0455823944964517	0.0235069424943826	0.0583065722880988	0.0451510909957828	0.0650259036992805	0.00645172874934929	0.062046833522873	0.0781963623034627	0.00148667624170189	0.0337886136561954	0.0349463433684052	0	0.0327290015517292	0.0429141351152971	0.00109673863637248	0.0412551359648086	0.0421074010346406	0.0926948427324945	0.0196823024073256	0.0361876163500741	0.0206103890597614	0.0530728270731635	0.0461677783940024	0.00176662736217521	0.0541212830671369	0.060011184962277	0	0.05630200865851	0.0420421987180477	0.000883747633627283	0.0598685345869475	0.0526691135204628	0.0780626223163794	0.0729531123003661	0.00772893614375268	0.0540299704937586	0.0512365854289456	0.0680753437982637	0.0687632542054971	0	0.0740855025391583	0.0714339779480373	0.00687104326301645	0.0596359972630968	0.0459770701263357	0	0.160134932181897	0.0726607180397269	0.052814313411237	0.0375469682528086	0.0648221947059549	0.00570954127786307	0.03487699943279	0.0532061346089705	0.00147480319102319	0.0216198533883703	0.0288742617874099	0	0.0718742107444086	0	0.0218487066335745	0.00291411102496664	0.00831201877360509
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00134|genus_vGENUS-11009|species_vOTU-007442	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000415|genus_4007623|species_4077327	0.000126537229383214	6.03983336706608e-05	0.000278562391018901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00009|genus_vGENUS-00646|species_vOTU-042018	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000181|genus_4008483|species_4077329	0.00117833346401139	0.000703628362774169	0.00170698482468598	0	0	0	0.000105582946004828	0	0	0.000101840789213763	0	0	0.000124265558886543	0.000128256304327662	0	0	0.000105811328490282	0	9.9826163721984e-05	0	0	0	5.61629772941938e-05	0	0	7.95924030502604e-05	0	0	7.44936605684445e-05	4.77130953767705e-05	0	0	0.000212047227431719	0	0	0	7.2776446605403e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000259305377545473	0	0	0	0	0	0	0	0	0	0	0	4.69711857945699e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000156417731730931	0.000279663904341234	0.000144800218333482	0.000147688833443853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000292166785541336	0.000330237652708839	0.000249395104570168	0.000242691514175329	0	0.000237490626366849	0	0	0	0	0.00013573764065023	4.18380894003636e-05	0.000104492819923042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000470569917919904	0.000543505952398915	0	0.000371062447287258	0.000297141290275929	0	0.000218132092058351	0.000415758536938994	0	0	0.0002968520741839	0	0	0	0.000344763786450214	0.000357563836153496	0	8.94046903408877e-05	0	0	0	0	0	0	0	0	0.000160647846049328	0	0	0	0	0	0	0	0	5.70730554091282e-05	0	8.94874070065014e-05	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00003|genus_vGENUS-05335|species_vOTU-074289	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000138|genus_4029207|species_4077338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16078286709937e-05	0	0	0	1.35133524448178e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00066|genus_vGENUS-05569|species_vOTU-046811	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000179|genus_4038350|species_4077433	0.00827812756177043	0.0141875680101495	0.00905519560429902	0.00596786013523349	0.010499369634816	0.00852591347056657	0.00806895210151334	0.011953209668898	0.00490338484172552	0.00512404086022573	0.00514408372464834	0.00952837018424949	0.00539491574251989	0.00517299023683527	0.00935228332275465	0.0112042219947453	0.00823478556417085	0.0106036337846158	0.0074095186189326	0.00462023781476156	0.00622333131017387	0.0079637195462478	0.00863317584047147	0.0150444784916868	0.0087614457573797	0.00828330114493822	0.00868997166271477	0.00858571300701582	0.0129249992003872	0.0104500019198621	0.00767915638970837	0.00760361590626496	0.00909197542262325	0.0113321384823167	0.00900877464819348	0.0121370404905145	0.00866605602936553	0.00996425555797333	0.0103519295585804	0.0101650149386015	0.0107197828249111	0.00822067850077933	0.0107148607406427	0.0155109029892092	0.00828705748562569	0.00925406371211663	0.00971802615280991	0.00857942578411551	0.00812750425469218	0.00804396869084138	0.00970695817006145	0.0108397595722496	0.00727317763385683	0.0130850382944361	0.0126066001846172	0.00784488332848068	0.008930386988589	0.00909123845048458	0.00764731232699226	0.00947615664586048	0.0105829643150155	0.0130294268422125	0.00784772104340627	0.00954183576978352	0.0107620219346075	0.00990473054524507	0.00812671644173998	0.00371545049349425	0.00253261116866392	0.0035048008538726	0.00305101355015253	0.0150173240759841	0.00470418150265162	0.0130142584926936	0.0157505378893428	0.0129091190480434	0.00866269000251169	0.0118323833248447	0.0096902263977392	0.0107505216277137	0.0101606343591866	0.0142110378990903	0.0068439754553258	0.00354190911163618	0.00203561791431364	0.00431266274099476	0.00929502849230243	0.0121481919960442	0.00957079137391312	0.00684406998405876	0.0147313751913973	0.00922425474869137	0.00464428777464894	0.0153989625295618	0.00880683895525028	0.00359858825008728	0.0101372189121762	0.0105435622269966	0.0114133838893892	0.00573860194994146	0.0108269946033688	0.00596078259804528	0.00517910649957414	0.00304055121869355	0.00247146815024476	0.00371648522257367	0.00613366394546673	0.0106235660795814	0.00875084504880308	0.00826014489205557	0.00447784281191339	0.0104578993320313	0.00346629710257992	0.00979780238992572	0.00916092578916784	0	0.00964008772964023	0.0115998764103751	0.00917341641212312	0.00754552912186418	0.010724471380004	0.00856100056094603	0	0.00305766639739089	0.0052474502274577	0	0.00330066539877359	0.00273107409430536	0	0.0029293403295062	0.00296065657287857	0	0.00246566406751251	0.00272532293246787	0	0.00241815447815655	0.00192411264106404	0.00591016914628161	0.00698633000023061	0.00671766496533824	0.000957139805432597	0.0129079673649916	0.0142301162252614	0	0.0082671294267277	0.0128480799283337	0.00105346985439591	0.0102891084006185	0.0128376631231842	0.00455915308656917	0.00464572607397041	0.00462048477170216	0.0123414804312086	0.00869352340470033	0.00318382500615968	0.00361150529545123	0	0.0082403662419755	0.00641138160032433	0.000373432093398426	0.010962414648158	0.0115861626985868	0	0	0.00191800849453255	0	0.0115198164666544	0.00773850636568201	0.00273619785766426	0.0119576279731315	0.0129516720838239	0.00045208780420123	0.00632783707760548	0.00850330028134253	0	0.00551697442248988	0	0.00179660515696136	0	0.00307970665027262
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00060|genus_vGENUS-11042|species_vOTU-085120	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000358|genus_4077628|species_4077629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.40069686656654e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.93114764984641e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00001|genus_vGENUS-11046|species_vOTU-069285	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000176|genus_4077670|species_4077671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000211396646351152	0.000405727459487406	0.000265536635345308	0.000362587208014595	0.000213886907691612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000105029236301521	0	0.000161194143521586	0.000247932923471385	0	0.000281117165642036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000289179991573689	0.000108264388700553	0.000360493183128039	0.000338319900528661	0	0.00024075367944544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000370770243258238	0.000414943919952984	0	0.000118972421889995	0.000432840843804606	0	0.000319672611908808	0.000374443156742789	0	0.000377699437852245	0.00031089752605164	0	0	0	0.000531411363477583	0.000361303597062956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|superkingdom_Viruses|kingdom_Heunggongvirae|phylum_Uroviricota|class_Caudoviricetes|family_vFAM-00016|species_vOTU-019936	root_1|superkingdom_10239|kingdom_4000006|phylum_4000010|class_4000011|family_4000216|species_4077872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000137780617710083	0	0	0	0	0	0	0	0	0.000177219307343527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
